id	binomial_name	registration number	shell_length	shell_width	head_length	head_width	flipper_length_1	flipper_width_1	flipper_length_2	flipper_width_2	flipper_length_3	flipper_width_3	flipper_length_4	flipper_width_4	circle_count	measure_count	shell_crack	timestamp	weight
22263	Chelonia mydas	6c85f1392842d3aa86a0ea5fe7afd2f6	700	672	129	116	451	355	414	454	344	333	357	298	81	2,0	1	1721755308	52,216
18848	Lepidochelys olivacea	36e4f934fc8a3cbc580127e594c4f7ef	343	258	56	57	240	212	222	206	190	129	184	156	0	2,0	1	1687077885	27,475
21820	Lepidochelys olivacea	98d51a80c93f1b2db94bd40ad422c2b8	407	378	65	54	293	241	287	213	233	173	256	182	0	2,0		1717567522	28,981
24918	Lepidochelys olivacea	59aa757f2043539ade122af9b85a0dc0	398	310	80	70	303	188	278	237	229	176	226	183	0	1,0		1748200749	29,484
20381	lepidochelys olivacea	b1cb754076aabee125b2960d1c67e00b	426	356	66	68	312	235	282	278	226	204	259	167	0	4,0		1702700513	30,393
24426	Chelonia mydas	59f40be7650f704d578a1df85d57c7ea	1059	972	169	159	680	570	616	616	570	491	484	468	105	3,0	4	1743333743	102,811
19340	Lepidochelys olivacea	91a9b61ec3cdfa6ed5585150e9ba3ef6	669	512	99	100	466	319	486	393	376	257	356	233	40	3,0		1692272016	40,741
18068	Chelonia mydas	2cc9ae7e3c2d8cca1ed9fb82ffd20844	1098	1015	228	156	740	614	613	573	545	445	521	494	84	3,0		1679036859	107,229
19934	Chelonia mydas	121f5f90a8a9a9b0509cc37c381fa56d	772	770	116	133	527	491	482	283	386	366	377	339	67	2,0		1698496062	61,225
21834	Chelonia mydas	5d63be77bcc5818fae458a740c847c71	1241	1071	216	196	677	657	726	596	540	533	603	562	114	2,0		1717702162	127,485
21043	Dermochelys coriacea	55b0fb2784440fe8d80d30c46e5e75be	2504	1234	455	236	2691	1255	2391	1100	2006	1014	2017	1144	93	4,0		1709552515	591,278
19415	Lepidochelys olivacea	9d921bde379f999c57223e5b227a5abe	486	417	84	91	264	277	299	235	274	227	259	233	0	3,0	1	1693191009	33,183
23690	Dermochelys coriacea	feeb00ecc4de979aec053c48244ce290	1369	774	260	124	1345	783	1368	806	1141	492	1296	694	4	1,0	1	1736564541	379,61
23929	Lepidochelys olivacea	7a764a0b46481925240de91371bfc876	368	284	53	48	257	193	248	200	188	167	181	160	0	3,0		1738757029	28,029
20526	CARETTA CARETTA	1eb1b9ef7bcc78e6f0c4796de4266c6e	269	153	47	21	136	65	128	63	103	70	106	65	27	3,0	1	1704148762	23,824
19841	Lepidochelys Olivacea	3dc31c646d4fd22770a47f866b4ba0d4	540	442	77	86	400	328	454	310	319	256	322	232	12	2,0		1697675490	36,103
23705	Lepidochelys olivacea	84001cdace314ec64773e7367293dc48	572	464	86	74	393	285	409	361	264	261	259	265	17	3,0		1736686823	36,405
20463	Dermochelys coriacea	58a002985b31548705c21d7876b5f67f	1439	733	183	120	1434	721	1532	802	1116	524	1056	575	3	1,0		1703478573	392,776
19080	Chelonia mydas	6d8753310b1956d9cc4dc5f2d7a7a622	795	704	130	136	388	443	497	330	465	366	455	296	91	1,0		1689878765	63,529
24866	Chelonia mydas	477591885891754cb7bb5c7405f42d22	799	742	160	140	420	461	641	438	405	364	359	406	73	1,0	1	1747743948	67,28
22655	Chelonia mydas	3bc828f3c8a8a9db7f8768c6e1e02671	873	784	158	154	480	476	526	481	410	349	383	340	47	4,0		1725898684	70,006
18299	lepidochelys olivacea	85176e7928a70b5cebac3238f237e041	380	300	66	62	257	205	266	239	220	156	219	182	0	2,0		1681213729	28,155
19406	eretmochelys imbricata	f7590df4fbebf52efa080d27672a1440	331	219	66	49	183	103	180	93	151	77	180	82	29	1,0		1693114314	24,479
24144	Lepidochelys olivacea	1dcc899e64b129b84ec15ef08d430d05	404	336	68	67	256	190	294	220	223	148	229	161	0	1,0		1740734413	28,949
20662	Chelonia mydas	fd18fd43ab7bc39016e26154a4a4b87a	1116	1164	226	214	658	625	688	585	536	481	559	510	91	1,0		1705345505	112,186
18432	Chelonia mydas	c273a7bcf2b4894258cbd3726cbcad44	1134	1068	174	220	738	661	660	624	555	508	529	519	89	1,0	2	1682716250	117,652
24468	LEPIDOCHELYS OLIVACEA	22c4f96d98252f31690f96a65729e4a0	747	596	130	106	484	441	533	453	444	328	394	346	59	2,0		1743709817	46,761
25181	Lepidochelys olivacea	1360e923b8ba5b5823f14df7a24cefc4	467	341	83	72	305	248	367	265	261	236	211	194	0	3,0		1750657875	33,179
18005	Lepidochelys olivacea	139960e2bbc486cb6bc341b8fa39219d	457	353	62	84	305	195	285	257	269	198	260	211	0	3,0		1678437700	31,529
23967	Caretta caretta	fc8fd03baaa5474498c26c685a98511e	420	229	78	47	198	91	203	100	178	101	145	103	45	3,0	1	1739188199	39,991
20670	Caretta caretta	de6439137ccd6880ddf7c0ec917a2bb3	341	200	56	45	168	105	173	124	148	88	108	80	41	3,0		1705429618	33,734
23453	lepidochelys olivacea	7bb18e2144af8fbe471ca60cbea822d8	469	403	66	79	357	211	262	243	248	221	266	199	0	3,0		1734482548	31,352
20682	Chelonia mydas	2623b9519828275c4fd7bba98f632589	1204	1003	168	232	795	593	779	633	630	560	591	545	87	1,0		1705505057	117,069
21911	Caretta Caretta	8ea2a053b313f6042e9b3004a1c223f0	214	126	38	23	95	54	128	61	89	49	83	44	33	1,0	1	1718455485	20,877
24319	Caretta Caretta	ab5f7054d382e891e4428bc5f9545934	586	315	96	65	277	133	285	168	248	126	209	140	50	1,0		1742372603	70,014
18384	Caretta caretta	9cf25fdec82485506467b7eeeb056165	582	327			260	170	287	170	234	129	227	150	67	2,0		1682325547	67,795
19024	Lepidochelys olivacea	8fd8e4eee97b77b2e33bfd6acd89ea85	347	273	53	47	242	191	267	175	184	146	186	139	0	2,0	1	1689329240	27,369
25192	lepidochelys olivacea	dbd31a8b23225001ea0b808468dd2a8a	550	459	67	97	417	304	384	294	246	198	302	252	13	1,0		1750748047	35,836
19393	Chelonia Mydas	6c83baa641e41a8507e611be2552fe16	1154	1071	184	189	538	636	569	699	501	432	649	460	83	1,0		1692953210	111,998
20560	Chelonia mydas	1a52ecf25e4ee755392f5829735931f4	812	699	145	120	467	409	460	509	334	351	406	332	96	2,0		1704463385	66,392
22703	Caretta caretta	920669b00eba4441fc863c7e13f20412	244	141	33	25	125	74	117	72	97	45	106	57	26	1,0		1726425480	22,711
21222	Lepidochelys olivacea	5b8b6d56c1938de3f4d6a0453520c1ea	433	333	68	65	274	257	349	239	252	150	227	208	0	2,0		1711509882	29,881
17458	CHELONIA MYDAS	6cddbc46ca20c3be790179f8143b4d69	1174	1156	193	215	667	694	744	682	553	465	629	437	83	4,0	1	1672794105	120,985
21440	Lepidochelys olivacea	5c95f924bb6a1c3bee1863871209b67b	353	280	55	44	231	200	230	203	167	142	205	158	0	1,0		1713568647	27,091
22394	Lepidochelys olivacea	a3e3bff5fd848db0feec47c6f96cb13c	341	288	50	52	234	191	229	190	184	149	217	156	0	3,0		1723100409	26,918
18288	Lepidochelys olivacea	9048768c7cf5e90810592ece6a79503a	366	311	47	55	277	198	264	221	211	139	215	183	0	1,0		1681145897	28,209
21590	Lepidochelys olivacea	6f9ed178321864e96bb975d6ee0ebdfa	622	506	110	99	423	414	459	276	393	267	338	275	51	2,0		1715162067	40,495
19185	Chelonia mydas	610fa9e492f15087de0748c97e2d2a69	920	789	179	155	587	505	523	412	453	446	456	361	74	2,0	1	1690865970	80,146
19894	Chelonia mydas	26fea21e0ea810e41fa7c3f33f68eac3	862	784	120	152	551	457	556	393	410	289	391	409	88	1,0		1698081606	71,775
22149	Lepidochelys olivacea	c12f4fb58a891271954723df3bd86292	467	390	94	71	386	259	334	258	282	206	252	223	0	3,0		1720719841	33,854
24721	Chelonia mydas	26217b739de04df917f7e3b7597b59d9	983	949	166	197	606	451	604	484	428	406	413	465	66	1,0		1746155929	86,455
17565	Chelonia mydas	e1c1fe648c776b9a6c91908af4a606d1	888	752	139	165	558	464	459	547	352	395	461	349	57	3,0		1673706430	73,255
23297	Lepidochelys olivacea	46e685ff910b3c2a637dffecf8efebe6	601	487	87	121	447	308	409	353	353	252	283	290	19	1,0		1732678175	37,867
22930	Lepidochelys olivacea	510ba9d6de8d22955bd628cd4b5731b7	580	475	118	88	379	345	498	330	301	266	324	278	16	1,0		1728838211	38,198
17764	Chelonia mydas	40937e1ab4b008b01cbd881a58778a25	1154	1172	228	195	783	562	827	661	680	566	578	453	68	4,0		1675893599	123,958
19490	Chelonia mydas	fea878e0949a108c0dceae2c377a9d39	734	664	118	119	494	442	544	346	327	328	375	341	70	4,0		1694012280	57,264
21962	chelonia mydas	e21b4f17b775733bd36f89912bb26aa0	1292	1170	211	251	701	725	832	798	663	597	639	547	90	4,0		1719032601	138,812
20119	Lepidochelys olivacea	c1f0902983b5c74dac9e47976fe3e033	690	619	102	128	360	405	451	388	322	226	353	310	49	2,0		1700256041	42,08
20216	Lepidochelys olivacea	0bc8b169fee66b6240bf1cea5efecbb8	854	612	119	107	598	403	566	468	464	372	434	382	66	3,0		1701108253	48,592
23711	Caretta caretta	bd8375e0017338693d822f8f7ed0d618	335	179	63	44	160	76	184	97	151	65	138	78	30	4,0		1736716769	30,376
19795	Chelonia Mydas	fc736b286e16a52696420926e8a2432f	752	669	100	130	464	509	479	377	396	328	369	341	80	4,0	1	1697166421	55,196
23387	Dermochelys coriacea	a38290a7abcc825738902a35aeed0551	2507	1275	408	236	2747	1357	2079	1230	2042	932	2406	1141	89	1,0	5	1733645212	609,832
18061	Chelonia mydas	168841ae7aad9065faa3ecd9ea71ee73	860	725	148	142	525	431	580	464	420	350	363	405	77	1,0		1678964428	68,431
19839	Chelonia mydas	3d0285469506e67c61349a25c547b068	859	738	150	151	507	455	457	482	389	432	385	344	51	2,0	1	1697671987	70,595
20224	CARETTA CARETTA	82332a7751f135b054e4e9159efa3dc5	678	377	93	68	334	211	380	205	262	133	287	181	63	3,0		1701216438	89,745
23805	Caretta caretta	7803b14ef996738b6a4b81321af13df3	319	177	48	36	149	69	158	93	108	66	127	63	36	1,0	1	1737646110	27,775
21923	Chelonia mydas	96d0521650939cd72a756c3504370e89	1278	1113	237	272	736	774	830	769	565	459	678	436	104	1,0	4	1718605012	127,66
19641	Chelonia mydas	f2be66f5ce8a0f17cddd07a709f45104	801	703	120	149	501	440	499	490	340	350	318	322	76	2,0		1695692671	61,254
23408	Lepidochelys olivacea	8462bc874482be87d1d93c424d413f00	537	425	73	84	379	311	347	327	292	302	253	234	6	1,0		1733925092	35,606
21044	Chelonia mydas	588d70747052bcec1f2d429a9f57aaf6	964	799	161	179	638	564	621	488	466	363	439	397	86	4,0	1	1709581039	86,462
18837	Caretta caretta	40a42004953de9d8e352aea4ccce8a38	388	212	76	45	188	125	217	98	181	98	160	104	32	4,0		1686945693	40,267
21244	Eretmochelys imbricata	448976b9bf2880718f57462faab65399	321	200	59	44	183	105	175	84	128	71	146	76	25	2,0		1711684718	24,429
22801	Dermochelys coriacea	e2078713ff43a5cbfe3d6ac9728e83a5	1747	798	370	188	1711	850	1831	956	1335	658	1399	767	23	3,0	1	1727466483	442,596
17465	lepidochelys olivacea	9333a76b4b9b87e7627c0c686bc40590	466	357	73	66	327	250	292	229	255	197	225	181	0	4,0		1672823871	31,459
23568	Chelonia mydas	65762f05d68827052233e1c112365edd	974	772	187	160	575	510	584	557	503	450	454	467	73	3,0		1735499313	81,668
19831	Lepidochelys olivacea	4f68db273fa602e077b5168b485b4181	438	358	68	59	295	233	288	199	262	179	242	166	0	2,0		1697571470	30,508
17580	caretta caretta	207d26ec909b83729d92a9fca8dd7759	765	417	146	96	344	205	359	198	298	181	318	172	84	2,0	3	1673882484	106,145
25235	Lepidochelys olivacea	239cd1a7b8cf5f8e93d3d6979fe8db23	590	469	88	76	368	354	421	291	299	304	280	297	24	1,0		1751133233	37,373
22892	Chelonia mydas	9facc0bdf2e29a670c1190af710ecd72	1091	932	162	202	716	501	631	536	501	534	481	493	82	1,0		1728486613	93,806
21263	caretta caretta	f07ca431ca9a363ab11fe01dcc2d2e4e	643	350	100	74	333	164	323	204	263	155	274	118	74	4,0		1711828823	84,543
18808	Chelonia mydas	266ab9407979578871e24b454993aa47	899	801	120	205	578	557	533	607	502	421	526	400	100	3,0		1686639602	84,382
17577	Lepidochelys Olivacea	5746d006d252d55a03b9139afcf65c83	717	579	102	116	511	409	517	373	449	279	450	299	35	2,0	3	1673853184	44,046
24569	Chelonia mydas	970ee8bc89d37e50d2d01278f7070393	1270	1125	248	195	819	678	707	735	518	564	637	510	134	1,0		1744711634	140,526
20326	Lepidochelys olivacea	85b5f417ed0d243050c974cef8fbcd9f	425	376	71	71	361	267	268	232	280	223	223	260	0	2,0		1702174587	30,925
23931	Chelonia mydas	b8a6df060cf1db052ac2f00b52f1afce	938	844	166	133	531	482	546	377	448	375	373	373	65	4,0		1738773730	75,189
18200	chelonia mydas	d01d34327374cd3e843f933d18c825a6	1229	1104	178	224	835	569	718	624	551	572	605	455	85	3,0		1680195097	123,407
24662	Dermochelys coriacea	ce594e52093b7c8e673bbcb0de5e8a87	1266	626	170	137	1267	605	1282	612	850	530	1004	518	0	3,0		1745518790	360,098
24155	Lepidochelys olivacea	e22196be22f2e4759e281b0bee7d0909	516	381	83	80	322	274	349	272	246	252	296	211	0	4,0	1	1740838109	33,523
24135	Lepidochelys olivacea	10064f7afde69635cdf3bb6781b3a83f	356	289	58	53	319	224	216	200	230	158	229	164	0	1,0		1740630898	28,125
25225	Caretta caretta	92cc65e3be0eb6282d8fb5c870d65efd	867	465	145	81	420	221	399	243	262	208	404	175	72	3,0		1751043470	119,433
21980	Lepidochelys olivacea	c509f2c5e4fe2b7f05a8c604b4341b27	421	319			281	241	297	233	236	178	244	226	0	3,0		1719188331	31,104
20176	Lepidochelys olivacea	75b43e0b4cd69336a59156be7efb62e7		455	95	112	369	289	415	362	300	226	354	257	16	1,0		1700716233	36,441
20610	lepidochelys olivacea	4f4ffda4e00d5e5227e830a968eaa4cd	417	293	81	58	319	260	290	172	231	165	225	194	0	2,0		1704968048	29,404
23493	Chelonia mydas	69a4254030882a3812da9d4cb02593ce	1277	1115	200	290	740	675	714	662	584	493	468	614	105	4,0		1734815509	132,897
25265	Lepidochelys olivacea	50e33e235903a01cfa565676ab3fe1bd	686	547	89	92	491	372	458	413	348	283	408	333	52	3,0		1751436951	42,304
24770	LEPIDOCHELYS OLIVACEA	4a475539c720de1c32c2158932d22836	500	375	86	77	311	284	354	281	307	278	275	251	0	4,0		1746799623	33,951
23681	Chelonia mydas	f3fda0db120e3dcc31db234697a94565	1204	1067	194	225	767	609	861	770	551	542	587	598	101	3,0		1736519548	131,864
25115	Chelonia mydas	a9165a6185eeac5f53b7ec05ee1a1abe	902	846	143	152	511	449	463	473	431	429	433	385	77	1,0		1750111930	76,943
22225	Lepidochelys olivacea	483756c6d6e5c8867048f0478ff9f0b1	762	650	105	108	499	393	559	465	432	346	434	343	71	1,0		1721357552	44,336
19511	Chelonia mydas	ac1f8f1d732e9d1a6d60699df6290cdb	1203	1078			684	572	804	561	576	493	513	501	95	2,0		1694229021	124,938
17865	lepidochelys olivacea	ffdafe0f2184b3a8204bd34a93f5f63b	440	349	70	73	316	205	316	241	240	186	247	192	0	4,0		1676786927	29,615
21033	Lepidochelys olivacea	56076cd8511b8f069787fa3260ecc394	638	485	106	94	399	326	385	274	325	229	380	253	24	2,0	2	1709383859	38,744
18593	Chelonia mydas	238390e55f307916ff843c98296d490a	969	874	156	151	416	517	547	488	438	431	386	437	63	4,0		1684424778	84,565
18017	Chelonia mydas	46d4882d8b9ab7358c6977129f5e0c6b	991	890	173	162	530	541	604	567	487	384	475	424	85	1,0		1678529913	84,831
18676	lepidochelys olivacea	66038e957be2ced87978ec8a3ba7077b	341	272	68	47	241	150	235	158	203	146	183	133	0	4,0		1685128728	27,567
25116	Lepidochelys olivacea	aed06d5b77bad10fff826e76e95f1f9f	513	401	91	81	333	262	397	323	262	245	279	269	0	4,0		1750120855	33,928
19489	Lepidochelys olivacea	ded2fb68d39315b44c633d40ab377f88	605	496	83	89	434	292	444	313	362	288	322	263	32	4,0		1694003323	38,37
17936	Lepidochelys olivacea	c0ab24ebb9570f859603bf4acac5ca1a	470	418	74	71	300	262	371	267					0	3,0		1677623597	32,022
21878	Chelonia mydas	11614af2196d149c39585828cd4c069e	695	608	131	133	432	393	493	354	326	258	334	329	71	2,0	1	1718166198	51,092
23380	Chelonia mydas	7a9dc12c442dae9d6cc19591b69625cb	1225	1045	227	209	676	653	673	712	587	469	575	492	94	2,0	2	1733580825	122,738
19238	Lepidochelys olivacea	ec7bcdd523b8d2276bf024e91764bf11	409	350	66	75	298	240	336	206	257	187	230	168	0	1,0	1	1691290784	29,785
20221	Dermochelys coriacea	eac6693c4facfa04fe826e9f5fc717bd	2141	1033	348	208	2054	1116	2070	1119	1763	840	1857	676	57	1,0	3	1701192565	505,516
20188	Chelonia mydas	c3f07fa4930ab1e5949e0b28abf0a5bb	1094	999	198	219	721	571	549	559	499	529	469	481	62	1,0	1	1700826195	109,995
19317	Chelonia mydas	67b6d83c2612e577178daa168360d685	1041	1106	214	217	637	676	609	752	539	469	650	558	86	3,0	1	1692076486	118,965
21624	lepidochelys olivacea	0fae35a1b3fee336c416da1c01419dcc	365	292	57	64	259	198	240	214	216	147	214	157	0	4,0		1715585733	28,041
24566	Dermochelys coriacea	9aea2890c3a2a98ffe9397c1847cb1af	1959	1042	344	156	2039	1005	2106	923	1451	599	1894	815	37	1,0		1744694041	486,901
21540	Chelonia mydas	f7f3a2c07406cadc20f1d0fe4e6db246	957	925	164	180	620	582	591	544	430	418	538	380	76	3,0		1714603138	89,998
18105	Chelonia mydas	839e6c33029e2bcecd4fea0976ebd5d1	843	800	179	180	582	398	595	496	438	350	455	333	78	3,0		1679346884	70,461
18595	Chelonia mydas	b34564bde804913b0d6fee73031a9a86	1087	1054	175	218	715	651	737	623	508	491	533	444	84	2,0		1684427490	109,063
22091	Chelonia mydas	efbf1dcca8bef8bc7df5fd77a67851a5	910	900	164	121	480	535	557	542	443	367	411	397	87	4,0	2	1720246104	81,502
17768	Chelonia mydas	b9961288b0195d2e9667fa3a9708c87b	854	734	151	158	498	457	523	395	381	428	420	342	74	1,0		1675990080	69,391
19990	Caretta caretta	e44f5bc975e6947eee8f5243d2a3b313	570	319	89	60	276	153	289	156	218	110	218	124	57	3,0		1698969718	62,562
18794	Caretta caretta	0c5388bcda37d5e0ad94ddc33c0f39b5	355	203	59	45	169	94	174	83	141	84	137	69	25	1,0		1686515249	31,771
22882	Lepidochelys olivacea	a4287430135c725022ff6f142ac9217f	434	362	77	68	312	250	297	245	295	157	224	197	0	4,0		1728352239	30,697
17800	Eretmochelys imbricata	3d7ebe02509e93d4d8335581d70cbf93	371	228	63	45	168	101	200	129	150	103	124	85	40	4,0		1676273013	24,555
18263	Lepidochelys olivacea	5c7d2c485d4c512448a523ab68774b6e	547	440	97	92	411	286	425	386	296	213	323	257	16	4,0		1680850757	36,577
20050	Lepidochelys olivacea	963ad18804bc9595a3c888cc78304e7c	405	314	72	79	306	205	269	190	241	206	208	172	0	1,0		1699651789	30,771
23597	Lepidochelys olivacea	d1068ea836d0193b61038052a5aceba6	579	463	100	74	427	367	419	365	346	232	357	269	30	3,0		1735789357	38,778
19219	Chelonia mydas	e766b2bb7b7ec56203e2a800dc0ec930	966	803	176	236	591	521	672	582	429	436	491	379	59	2,0		1691120633	88,24
19902	Chelonia mydas	cf9aea29902a623a2777eac5c221de7c	728	645	131	113	444	357	392	388	333	386	316	327	74	4,0		1698218967	53,309
19915	Dermochelys coriacea	5e4cd79fc03851ce072351fba12bcdb4	1403	713	250	114	1487	800	1614	639	1179	482	968	617	0	2,0		1698355991	378,09
19297	Chelonia mydas	3a0dbc0f062666f15d0785733802286f	872	775	144	173	546	456	543	415	378	380	427	399	85	1,0		1691929579	69,552
21900	DERMOCHELYS CORIACEA	2bb3cabfe87d1c054633c84e07523ebf	1303	735	246	139	1408	732	1503	722	997	504	1107	461	1	2,0		1718370295	376,155
19329	Chelonia mydas	966f64f7a9182a9e227429680c323dc0	1391	1381	249	275	867	883	741	700	712	625	585	644	96	3,0	3	1692203342	163,604
25012	Caretta caretta	dc974c071013bf99947aa3e88304da05	659	362	98	74	342	183	339	225	292	140	261	147	75	1,0	2	1749011863	86,303
19748	Dermochelys coriacea	efdd607412a1b6741fcb3fb5beb263e2	1268	644	234	121	1249	508	1300	669	1083	583	990	499	0	2,0		1696733970	364,152
21586	Lepidochelys olivacea	685c4f56b5cf5fd2ae9c1ae05ef183bf	608	457	83	70	433	315	446	299	349	235	298	246	13	2,0		1715115229	37,115
19556	Chelonia mydas	be7af6831cce0f529f9aab29d155c754	752	673	124	139	489	367	399	393	376	341	398	317	71	2,0		1694644325	57,569
20405	Caretta caretta	223e3bbfca77ef226f9ad89f129ff222	581	326	92	72	254	145	295	172	222	132	284	152	69	1,0		1702907204	66,603
18599	Chelonia mydas	3eae98b0a9d8b6e8ab02fd9902fb0fe1	706	663	117	133	397	322	390	360	328	296	377	374	62	3,0		1684487284	53,894
20070	chelonia mydas	351a7e53d715fafc24ff96ad6a67a83f	757	743	151	102	517	487	541	436	348	337	392	381	79	4,0		1699751082	63,579
21462	LEPIDOCHELYS OLIVACEA	dd84ba1102a868d3e41bace3ada66a09	443	370	81	74	338	207	344	235	248	198	247	211	0	4,0		1713728738	31,835
20631	Lepidochelys olivacea	0903aaab49d69e1d7bf7d2ca88512e02	630	520	84	97	371	371	393	302	312	251	346	278	19	2,0		1705140801	38,014
23443	Lepidochelys olivacea	71f2e5b97049cd92cd326e4edd3f52dd	597	528	121	93	435	314	452	324	352	260	358	241	28	1,0		1734382905	38,942
20422	caretta caretta	e11a7f2db047f67cbaf4e5a76f36cc40	1186	699	267	132	577	387	658	349	507	257	472	272	129	2,0		1703072087	206,571
19493	Lepidochelys olivacea	da7d0a3543d473ddc89e4994fdb9e610	459	396	81	78	329	284	312	285	208	191	262	195	0	4,0		1694054011	31,593
17649	Lepidochelys olivacea	fa38a85c2a63e6be473b2be4c5ec7192	667	550	109	107	462	387	481	320	358	290	386	306	20	2,0		1674667150	40,959
23866	Eretmochelys Imbricata	9f1ffa9db0ff5790c8e215352d5fe3b2	927	596	157	123	538	312	433	292	332	250	411	231	85	1,0		1738177915	55,419
23253	chelonia mydas	91428323c720660b7234d80bcbe67aec	1006	890	130	182	595	543	592	458	456	444	432	416	99	1,0		1732119928	88,517
22376	Lepidochelys olivacea	ec138a4e984fe7da2fdccc0a74efae32	416	377	75	76	325	215	308	252	218	209	261	223	0	2,0		1722878672	31,46
19933	Lepidochelys olivacea	02d80533a90a9c98b3c4757f585e7448	384	306	75	66	299	194	250	215	234	212	224	170	0	2,0		1698491553	29,434
18245	Caretta caretta	49c3baa669f1896e1af6170141a2e443	286	161	47	32	132	74	149	86	104	64	118	75	31	1,0		1680661387	25,803
20952	Lepidochelys olivacea	84960e37a8e94889f1a6f063dc4c0d44	509	401	90	91	351	273	324	330	299	197	251	208	0	2,0		1708521915	33,151
20803	Chelonia mydas	f11afef6d3454b8838126880a7bdaad3	1352	1158	209	270	810	706	692	843	546	558	687	570	103	1,0		1706889381	134,389
18532	Lepidochelys olivacea	0fe06333b0f373147a76eac50c26e868	349	255	61	57	238	192	272	207	191	182	189	150	0	3,0		1683919963	27,569
22945	Caretta caretta	4050968a0949d9751e7addfa8c01c16b	368	193	69	37	235	91	203	106	169	80	154	94	47	2,0		1728949882	36,451
19525	Chelonia mydas	10ec6a5ee4ef86dfb71a4ab516d88b54	826	756	112	125	494	457	576	479	429	386	435	328	73	3,0		1694338548	69,706
19673	Chelonia Mydas	18a07652ca827eaddbb9780ddd6353cf	1414	1289	244	213	856	811	868	627	698	609	696	553	105	3,0		1696016738	159,621
21181	Lepidochelys olivacea	8d03107824e5319c8e88189eaa6c673e	384	298	82	67	289	214	285	189	238	186	243	165	0	1,0	1	1711074765	28,316
24515	Lepidochelys olivacea	f7b4c041898e11df0cd6edfe5e1cf304	392	326	69	60	269	235	273	225	209	181	211	134	0	4,0		1744163463	28,278
18065	chelonia mydas	eca72eb6b0c46f740c4b89e07ab74bf0	1193	1011	177	184	760	562	668	610	506	416	521	505	83	3,0		1679000847	106,584
20665	Lepidochelys olivacea	2cd87e39ad5ebd291a70e052f3048602	442	374	74	75	323	205	340	273	236	185	213	223	0	1,0	1	1705385511	32,705
21687	Caretta caretta	66a41fa53e63b8736c1645e4939b0094	500	276	95	55	285	163	255	141	224	120	198	107	61	3,0		1716334956	54,981
25189	Lepidochelys olivacea	d2fedd45fabcb5032c681178a4ee829b	717	569	95	92	482	449	451	352	370	345	351	357	66	3,0		1750729143	41,897
22584	Lepidochelys Olivacea	7b8cbbab7bfacc2fa20fefa5da13dfe6	398	317	73	73	270	261	326	232	253	160	210	183	0	3,0	1	1725263364	28,885
25069	Lepidochelys olivacea	5e0c2814b4be318aa765786836e8931a	621	508	104	106	429	323	471	304	343	305	390	286	26	2,0	2	1749679218	38,063
25050	Lepidochelys olivacea	38be436e0a07d37ed96cd5e83fc20ce3	486	399	94	89	377	297	377	290	304	220	295	213	0	2,0		1749431344	33,282
17488	Chelonia mydas	670457de7c1512bc56a1f7e63a5aecf8	1158	1090	193	174	656	599	658	511	569	478	495	499	91	4,0		1673033646	113,395
20207	chelonia mydas	563bafd52b1791740f9bb2418cf09d74	851	733	126	155	536	482	512	505	391	399	413	357	83	2,0		1701027483	70,613
23742	Lepidochelys olivacea	ef1d31aa8578f48fd7746e1b38b636b2	697	551	107	99	481	455	525	375	359	315	382	334	58	3,0		1737026112	42,206
18108	Lepidochelys olivacea	ccece1ca2c8c49a1bf916ab1d786ed4f	443	322	74	57	327	237	342	271	250	201	237	195	0	1,0		1679358969	30,073
17726	Dermochelys coriacea	a7f680b29dade34befa6b19bce218df0	2309	1087	382	310	2405	1187	2328	1268	2251	1087	2211	950	66	1,0	4	1675534660	572,294
22588	Chelonia mydas	c7bd8f501cc1822c21b4953c1a6fdd83	1285	1168	197	276	690	524	693	633	539	485	587	583	115	3,0		1725300442	133,851
21374	Chelonia mydas	445adaf1f663f52930d1e642c236cb50	1060	929	197	163	703	531	699	636	568	506	535	485	85	2,0		1712949945	96,001
23622	caretta caretta	1e3e2db487dd8c1cf6e10bdc9eec78a3	268	138	46	29	133	83	110	79	113	53	103	58	24	1,0		1736004870	24,149
21591	Dermochelys coriacea	85e931f9ace9890a987183b1791128dd	1615	821			1653	817	1762	786	1357	557	1454	655	17	2,0	1	1715164591	428,731
19218	Lepidochelys olivacea	68d3837276e46c97fc2bbd10e907caf0	355	293	67	56	299	183	268	216	187	155	198	149	0	3,0		1691115242	29,029
24887	Lepidochelys olivacea	292205caa872cf0a073826ef5de42e5b	715	577	117	136	464	426	517	377	435	293	356	356	68	3,0		1747935177	44,069
20900	Chelonia mydas	214e889a4aaf7ecefdc19f3e8904af3e	1154	1140	173	201	776	531	785	640	618	517	623	465	119	1,0		1707935292	124,684
18166	Eretmochelys imbricata	aa52d51883f42562c3f51bc40d57455f	819	511	156	96	441	310	438	279	315	215	333	246	75	3,0		1679935658	49,575
24418	Lepidochelys olivacea	6babd7dc832622379f43075c9c0f1e17	418	353	73	65	315	256	312	272	262	209	261	173	0	1,0		1743272012	30,583
23650	Chelonia mydas	dd4b7f6310660641125e52dd32bfe34b	892	826	124	158	543	482	517	528	431	442	448	377	83	2,0		1736212246	0,0
24446	Lepidochelys olivacea	23d8338fa0f29c86bd111c29968ea454	546	413	82	98	379	279	355	317	316	255	332	226	8	4,0		1743536575	36,234
